刚开始都是冲着抖音推荐去看的热闹 进去的时候都是小孩子 看着看着 真的很有意思 在那个电影院里看这个电影是可以放声笑的那种 因为所有人都在笑 不会吵 可能我还是一个比较感性的人吧 最后那一段我还要掉眼泪了 很好看 值得二刷 不开心的时候一定要去看！！它不仅让人开心 还能想起上学的那些乐趣！！很真实,5
"这是一部极其真实又充满想象力的电影。是一部关于情怀的电影，更填补了校园题材动画的空白。电影把场景设置在了东北，也呈现出一代人对少年时代的怀念和追问。在浓郁的怀旧气息下所呈现出的中学校园百态是足以让人产生场景的共鸣。电影版可以看成剧作版的升级，同样电影版延续了早前密集笑点的特征，包括同学之间的打闹、师生之间的情谊、老师同事间的微妙关系均梦让人捧腹，而电影以奇幻的方式来实现师生身份和身体的互换，在互换过程中，二人在极度荒诞的效果中，实现了对身份的认同。王强和石老师之间从对抗到和解再到同心协力，其中内心的转变更是人与人相互理解的过程，构成了电影的故事主干。这让在喜剧背后的有加入了许多温情和励志，赋予电影更强大的感染力。
 ",5
故事逻辑上是认可现实流通的成功学（坏学生坏班级如何变好，变成顺民），笑点设计上则涉及刻板的性别印象。而这就是给未成年人看的动画片。所以为啥要生孩子？,2
今年的国产动画质量又给我信心提起来了，《茶啊二中》绝对可以排进年度前三。别被预告片骗了，正片相当好笑，而且讲故事能力值得业内同行集体学习。没有看过剧版的小伙伴也可以放心观影，不会影响理解。作为师生身体互换这样的老梗，影片完成的非常好，制造了不少新鲜感，王博文给主角王强配的大连话是一大亮点，光听他说话就已经很好笑。当然，王强和老师的互换并不单是通过方言来区分，两个人的动作、表情都做了很细微精妙的区分，比如互换后的王强忍不住蹦蹦跳跳走路在学生面前出糗，还有互换后的老师忍不住对上课迟到的同事指指点点的行为等等，都构成了全片搞笑的基调。虽然是讲东北校园的故事，但是相信每个人都会联想起自己的中学生活，那些我们也像王强和他的兄弟们一样没心没肺哈哈乐跑来跑去、浑身都是使不完精力的时代。,5
标准化出品的剧集动画剧场版，俗套又好笑，笑过马上忘,3
雨天心情不好的时候，溜进影院，随便选了个片子，没想到疗效特别好专治不开心。有点二、有点虎、有点青春、有很多个哈哈哈哈哈哈哈哈哈哈。搞笑而又温馨，里面很多对话都让人忍俊不禁。俺们这嘎都是东北人，谁还没个莽撞少年的夏天。,4
曾经是剧集的粉丝，但也没想过电影版可以做到这么好。这可能是这个夏天让我哭得最凶的喜剧动画，怎么可以笑点和哭点没有停啊。这是2005年的故事，是我们这代人的青春啊。如今已经可以同步代入老师和同学两个身份了，是啊，在现实里我们也“互换”了，但不影响我们是一类人，真好啊。,5
！！去看,5
以灵魂互换滥梗作为成片主轴，着实是系列IP从网剧起就暴露的故事性薄弱之延续。当然，从市场及评价反馈来看，它的直观笑点及激起的共情仍来自生发于真实记忆的校园生活本身；不美化、甚至“恶意”夸张的师生相处，依旧能令下几代的孩子有发笑的冲动，戏里戏外需要反思的又该是谁呢？,3
尴尬、低幼，太难看了。,1
全程冷漠脸，对不起，笑不出来。,1
看预告期待不高，没想到竟然是今年看过最好笑的一部电影，网吧开黑，两只蝴蝶，美少女战士之类8090一代的回忆梗到处都是。做为差生，看的过程中真的会想起一些当年对自己非常尽责的老师们。但最好的一点，是创作者对动画本身的形式优势利用的恰如其分，将“中学生活”夸张到了一个非常捧腹有趣又不至于太脱离现实的地步，再配上一个合格的类型化故事模型，足以秒杀大部分吹上天的所谓“国漫崛起”作品。目测会成为暑期档小黑马,4
什么？不够燃？一首片尾曲让你眼泪留下来。当石老师在黑板上把unit9写成unit10时我热血沸腾，就知道我内心还渴望着梦想和挑战！点映效果很好，长春旅游提上日程！,5
作为从没有看过剧版动画的我，这片子如同平地惊雷，太好笑了，师生对立与和解的主线并不新鲜，但加上身体互换的核心梗，竟营造出来意想不到的各种笑点，以及最后的小泪点和燃点，整体很不错。看这片子所带来的惊喜感，恰似当年碰见了《夏洛特烦恼》。,4
幼稚 刻板 乏味 浪费我39块钱,2
全程核能爆笑，勾起儿时东北记忆,5
作为土生土长的长春人+附中毕业生，可以说《茶阿二中》所呈现的一切场景都是我们日常生活的真实缩影。,3
"作为班主任，看的很有共鸣
最后虽然没有获奖，但是学生写的奖状真心让我觉得比获得真正的奖状更有价值！
对老师也有很好的鼓励作用呢，努力成为一位好老师。",5
“我在东北玩泥巴”一出来我笑喷了~,4
不枉我追了这么多年！虽然这么温柔的石老师还是有点不习惯。。。想去长春看看了，应该能找到不少场景。几首歌做的都不错，男寝走廊弹吉他唱歌那个白头发的还挺像刘宇宁。这是大约最接近我们真实生活的青春校园片了，勾起了不少回忆。,5
出乎意料的好笑……挺惊喜，就是全场男女老少一起同频嘎嘎乐的程度，而且这些笑料居然是放在一个已经十分寻常的框架里，于是翻新的能耐，又得靠东北话来满上。浑然天生的乐呵劲，那股子彪和二里头，又很有对生活愁苦的吸纳，以及顺溜转化的某种智慧，大大咧咧的，风风火火的，刮过去就完事儿了，然后在这么高耸的嘴皮子下，给你掏一颗热乎乎的心来，那一瞬，就招人笑泪。虽然不是我的青春方式，但也不妨碍怀想一回本该得有的中二式快乐与热血。,4
看了一个短视频里面乔杉说:“动画电影拍成这样让我们很难做，我们也不知道拍真人电影的能不能拍过你们了。”看完电影我想说放心，如果这就是动画电影的真实水平的话，那真人电影又有什么可担心的呢？这部电影简直就是中国动画电影的灾难啊！老套且幼稚到了极点的剧作梗，还有莫名其妙毫无可信度的人物弧光和人物的转变，毫无野心的对于教育、性别以及种种其他议题的表达。不，他根本没有表达。最让我讨厌的就是片中对于周星驰无厘头喜剧非常拙劣的模仿，简直就是对星爷的侮辱。那种傻到冒鼻涕泡的笑点。虽然从制作上这部电影绝对不能是烂，但是这部电影平庸到了令人发指的境界。最后再吐槽一点，对于这种在电影名字上做花活的手段(也许是我理解错了，中二阿茶，你是来搞笑的吧），真的很没有意思。我对这部电影的厌恶程度甚至超过了几乎所有开心麻花。,1
实事求是的讲，没有剧版好看。但因为是你，所以我还是给了五星。,5
身体互换是电影里的常用梗了，特别在他们不追寻互换的原因，也没有过多在考虑怎么换回来。帮助老师做公开课，故事也很小，骑车去现场更燃，难道集体在轻轨里读书就不燃了吗？虽然很多地方处理的很夸张，但看得还是蛮开心的～叫停字幕说自己要出第五季了，让人印象深刻，会去看的～,4
从校服就开始泪目……东北师大附中是我生命中最重要的七年（认领绿星星） 向青春致敬——文化广场、54路有轨电车、南湖、校门，连同校长的口头禅“是啊”，一切都在呼应少年时的回忆。虽然故事简易了一些，不过这些中二和青春，就是最珍贵的。爱东北爱长春爱附中，愿《茶啊二中》成功出圈。,4
十四岁以上三十五岁以下人士慎重观看吧，既没长到对学生时代滤镜浓厚的年纪又不太能接受这么幼稚的笑点，看得我时差大爆发九十分钟至少睡了三十分钟🆘国漫能不能一放弃封神榜二放弃燃啊真的服了，到底谁把这种片打到八分的！,2
这不比长安三万里好看吗……虽然故事很简单，也没啥深刻内涵，但是师生关系展开得很好，笑点和哭点设计的都很有诚意，本来担心男女寝会猥琐，好在情节设计还挺自然，不恶心人,4
看之前完全不了解这个IP，也没带啥预期进场，没想到在影院度过了本周以来最开心的90分钟。追到会、美少女战士这些恶搞梗，真的童年DNA狠狠动了，笑得我咯咯咯的。公开课、好生差生、宿舍茶话会这些话题，一定也是每个人能够产生共鸣的。不过，片子在瞎闹腾（非贬义）的同时，也不忘包裹对于当下教育体制的批判。能够不带负担不带说教地重温那段中二胡闹的岁月，也挺好的。看好这个本土IP成为今年暑假小黑马，鼓励四星！,4
比《长安三万里》好看三万倍的电影！！,5
所以老师和学生只有交换身体才能互相理解？这不恰恰说明现实中两者的悲喜无法相通。看到了中学时代的很多投影，东北话真的可以带偏任何地域的国人。,4
5.5/10不知道为什么这样的电影能拿到这么高的分数，电影是拍个大众的而不是拍给粉丝的，一说不好，全是粉丝来喷你。所描述的校园生活全是胡扯，各种不真实，有人说了，不就图一乐么？真实了还怎么让你开心？剧情低幼又尴尬，画风不好，建模粗糙，美术老派，跟追光的美术完全没法比。看完最大的感受是，荒谬！,2
评价是只适合男的看 充斥着性别刻板印象和令人尴尬的桥段 还吹那么高 浪费电影票钱去电影院看,1
作为老师职业去看这个真的感受颇深，孩子是最可爱的。,5
我只能说导演和编剧太了解如何去刻画初高中班里那几个心智未开的烦人精男形象了，不懂这种钟爱制造麻烦和善于上天遁地的初成型爹味男有什么必要再去为他们编排各种师生和解悲天悯人的感人戏码，老师遇到你们才算倒了八辈子血霉吧？不要再试图用无理取闹的廉价共情去妖魔化青春，这种变质有毒的少年力还是自己留着慢慢品吧。地铁上那句“这还不燃吗”简直和“中国男孩保护中国女孩”异曲同工，一秒读懂可笑的直男意淫式热血，至于宣发大肆渲染的各种笑点我愣是坐在椅子上全程漠然，多一星给王心凌的片尾曲。,2
如果叫《茶啊二小》我可以打三颗星，但是茶啊二中……,2
整个观影过程轻松+愉快，不说教、不装逼、不油腻。聚焦于青春课堂里的师生关系，借由身体互换的高概念设定，完成了老师与学生换位思考后的相互理解与内心深处的沟通，感情线循序渐进，最后给观众深刻一击，互相成全的青春课堂让人动容。成年人追寻的快乐与青春，它展现的很真诚。,4
唯一的缺点就是排片太少了，想带孩子晚上去看，结果没有排，这不比那什么封神啥的强,5
开头对老师的刻画有点妖魔化，可能是差生眼里出撒旦吧。不过几次反转之后，角色之间逐渐增加对彼此的理解和认可，老师也慢慢变得温柔一些了。没收物品存放间简直是校园宝地，我也好想去里边寻宝，看看老师都没收了同学们什么宝贝。电车里王强说“这不燃吗？”还有老师在阶梯教室的黑板上写下“unit 10”的时候，还是挺被触动的，看到了角色各自的成长，也想到了自己的学生时代。谁的青春不热血，那拼搏过、放纵过的青春啊。,4
国内大银幕难得一见非常接地气的校园动画片。虽然都是老梗，但是贵在真诚，结尾那个自制奖状还真是有点让人飙泪。青春啊，一去不复返了。,4
"“人不能够同时拥有青春和对青春的感受”
",4
"人物建模略显幼稚，互换身体这个设定也老套到自己都吐槽，但非常清楚自己的定位，用高密度的笑点填充全片，一个老套但诚意满满的故事，带来愉悦的观影体验。
作为番剧的剧场版，没有任何观影门槛。明明只是一个1000万成本的乐子片，却制作成熟完成度高，节奏把控、情节冲突、人物弧度、情感渲染、伏笔回收，都把隔壁王微的《长安三万里》吊着打，期待第二部。
最后，东北话真是炸炸呼呼啊。（非褒义）",4
略微尴尬的笑点,3
实在不明白喜欢这片儿观众的点在哪里,1
当笑点还停留在无限度的夸张的倒错时，这部喜剧内核注定是过时的-神经性的，男性-女性的倒错（男性跳皮筋、女性打呼噜），大高个-儿童的倒错（宿舍长被打屁股），当刻板印象被加固式地融入到笑点中，一种讽刺性的歧视所指也冒犯了所有人，但观众不会这样代入，因为冒犯的永远是社会所规训的正常人，而不是刻板印象之外的他者。,1
故事是俗套的，但无负担笑点密集，我这场观众几乎从头笑到尾，看完特别解压。,4
今年看过的最好的国产喜剧。虽然剧情有点老套，但是能够感受到很满很满的诚意，太适合在电影院一起大笑了。配乐的歌词也好好！看完真的很难不让人浅浅怀念一下青春。,4
看到后面还挺感人。教师评分考核表让我想到我初一班主任，当时大家都在商量给班主任打低分，没有为什么，纯粹是因为不想上学，结果有一天自习课班主任直接进来把我们班训了一顿，说学校给她的评分都不错，唯独班级评分给她评选优秀教师拉了后腿。偷偷没收充值点卡这段又想到我初二班主任，当时有一半学生都出去听讲座，于是她号召剩下的同学搜查不在的同学的抽屉，把搜到的手机等违规物品统统上交。仔细想想，我初中到底是怎么活过来的。石老师这个形象刻画得十分不错，追学生抢了小孩的滑板车之后看到小孩哭了，又给还回去。剧情还呼应了之前的内容，比如第一季的“手机丢哪儿了”悬案。后面强哥的觉醒太草率，就因为一班骂了一句他们是垃圾，这种侮辱之前经历得还少吗，为什么偏偏是这次能够让他幡然悔悟。,4
555感动哭,5
五星在哪？无聊到如果不是和家里人一起就溜了,1
"不错,梗很多,娃看的乐呵乐呵的,自己看哭了",4
"看完才知道是剧集改编，没抱期望，但效果意外不错。

男女宿舍对比、“我在东北玩泥巴”插曲、恶搞各种动漫大招（天驴流星拳）、还有西游记三人组、校长的口头禅……密集的笑料和生动有趣的角色，再加上很有生活氛围的校园环境和怀旧气息，娱乐效果与情怀指数兼顾。制作是短板，毕竟小成本，但本片的特色不在画面。

有点当年看《夏洛特烦恼》时的那种感觉，故事没什么特别的，就是搞笑，但不知道北方之外的朋友怎么看，反正作为北方的我，看得很开心。",4
如果我高中的时候也能和班主任互换一下，现在可能也不会那么讨厌她了吧………,4
有点中二，有点热血，有点好看。没有说教，没有煽情，没有门槛。故事流畅，剧情自然，笑点不断，可以笑得很大声很痛快。很有年代感，也很走心治愈。推荐大朋友们看一下。,4
非系列粉丝，看着还挺欢乐的，拍的也是中国特色的校园故事，不少桥段都能会心一笑。 不过感觉身体互换的高概念还是老套了些，即便是来回来去的换制造出来的新鲜感也还是稍有欠缺。对于一个小格局的国产动画电影来说完成度还是很不错的，甚至贡献了一段不输好莱坞大片的追车戏，给个四星鼓励一下。,4
首先觉得这部动画观众定位并不是适合太低龄的儿童，剧本年代定位90后初中，但笑点基本都是80后的梗，搞笑是真的搞笑，也很容易让我回想起以前的校园生活。动画建模不错，背景细节拉满，属于非常诚意之作。如果真要扣槽点：东北配音有点出戏。PS：两个彩蛋有点惊喜，牛头人战士采矿，噗。,4
好久没有这种这么不希望电影结束的感觉了，就像不希望青春结束。所有人都好可爱正如我们被美化过的回忆一样。果然，无论走出了多远都依然最能被来时的方向打动。我也从一个孩子长成了一个糟糕的大人。够不够格成为大人不知道，但是真的蛮糟糕的。最后的彩蛋没看到，就像我的青春一样没办法不遗憾。,5
"原本没什么期待，陪小朋友来看的片子，却意外遇到了自己的少年时代
石老师真是成长中都会遇见的其中一款老师刀子嘴豆腐心的代表
王强又是大家都会遇见的一款同学甚至就是自己
阴差阳错的身份互换，让整个故事笑点泪点齐聚，不停哈哈哈哈哈哈
虽说是小动画。90分钟讲好一个轻松愉快的夏日记忆才是最妙的事。
希望《茶啊二中》大卖特卖，好电影让所有人看到！",5
剧情老套，很多地方逻辑不合理，还充满意淫。想想小时候看动画片儿的时候还是笑得很开心的，长大了多了阅历，换了身份，再看拍成这样的电影版，心里确实有一种酸涩的感觉。歌都还挺好听的，也确实落下了泪，但不妨碍我觉得浪费了我的影票钱。,3
完全没看过之前的剧集，因为剧集四季的豆瓣均分高达9分而去看了这部电影，结果超出预期的搞笑热血。虽然制作经费有限，却能感受到主创团队在塑造人物和讲好故事上的用心。每个接受过中式教育的人看了之后都会心领神会，那些段子笑话不仅适用于小孩，对成年人一样有效。暴躁班主任和调皮学生互换身体的设定解构了严肃的师生关系，讽刺了如拖堂、成绩论等教育问题，创造了我们憧憬的校园生活。在我的少年时代里面，永远有个滚烫的夏天，它有不褪色的诗篇和不老的脸。谁曾想近几年最好的青春喜剧电影，会是一部动画。,4
好低俗好低俗啊……大连这面早就上了，6.24看的，就等着给差评了，不是俗气是低俗！！！唯一睡觉的电影，睡不着，但不想看，因为陪人所以没走。,1
东北人，动画片粉丝滤镜，我很久很久很久，没笑的这么这么开心了！！！而且是刚感动的让我哭唧唧，立马让你哈哈哈，咱们就是不能过度煽情，吉林人这把长脸了！,5
没看过剧集版的我表示太惊喜了！画风看似不够精致，其实细节处随处可见用心！作为喜剧，节奏和笑点拿捏的都相当精准，后期的泪点也过度的自然而然、毫不矫情。我可太喜欢了！,4
它有些笑料是屎尿屁的，却能从泥土里开出花来；它也有些桥段实际是略低俗的，却能呈现得近乎优雅；甚至它有些高光情节是在男女对立的大环境下才能成立的，却不让人觉得讨厌反而会心一笑。虽然如今很多大电影都喜欢将笑点与泪点杂糅一块一锅炖，先让你笑后让你哭几乎成了某种套路模式，但一部动画电影能够做到这样好看与成熟的品相质量，它是成功的。,4
和初中好友一起看的，都不喜欢，这在豆瓣有8.3的评分，是令我震惊的地方。只论剧情，太短太老套太多老片的痕迹，看到有人评价低幼，我觉得没什么不对，周星驰的痕迹、唐人街探案刘昊然的痕迹，看不出是模仿还是致敬，无所谓了，如今大谈国漫创新，到头来还是上错身，还是性别梗，能说这个产业在进步吗？,2
没有看过前几作，但是丝毫不会影响观影体验！一部以东北为背景的动画喜剧，互换灵魂的情节看似俗套，但是夸张的呈现形式，密集的笑点桥段，能让几乎所有人找到自己学生时代的共鸣，回忆起校园生活的嬉笑怒骂。有泪有笑还能治愈人心，准备二刷！,5
俗套的交换身体 俗套的剧情 俗套的笑料 俗套的感动 彩条屋这次真的让我坐不住,2
精彩，笑中有泪。大连人感到很强烈的共鸣,5
不是我的菜，在我这里一点也不好看，一点也不好笑，为什么那么多好评啊……,2
人生第一次看了一刻钟就走出影院…,1
刷的分 上当了 唉,1
很久没看过这么难看的电影了 笑点很尬 剧情非常老套,1
很久没有这么笑过了,4
之前营销得过猛了，还以为是什么惊世神作，票房能卖3.8亿也是惊了。动画制作比较糙，换身的故事无新意，笑点不少但停留在网络素材大乱炖+段子集锦级别。作为几十年高中教师的孩子，我无法理解上一节公开课要纠结这么久，更震惊看到主创以为的公开课是全班学生去外面一个剧院里上课，台下还坐满评委那种…唯一感到亲近的是女老师的一口大连话吧，尽管语调有点夸张了。,2
结构比较传统的校园师生喜剧，大抵是麻辣教师，差生班咸鱼翻身，不是冤家不聚头那种套路，但是笑点还是很密集的。谁没有过点青春呢😂想起了高中跟班主任吵架把班主任气哭的自己。。。。。对不住了🙏🙏🙏,4
没看过剧集版的我表示太惊喜了！画风看似不够精致，其实细节处随处可见用心！作为喜剧，节奏和笑点拿捏的都相当精准，后期的泪点也过度的自然而然、毫不矫情。我可太喜欢了！,4
它有些笑料是屎尿屁的，却能从泥土里开出花来；它也有些桥段实际是略低俗的，却能呈现得近乎优雅；甚至它有些高光情节是在男女对立的大环境下才能成立的，却不让人觉得讨厌反而会心一笑。虽然如今很多大电影都喜欢将笑点与泪点杂糅一块一锅炖，先让你笑后让你哭几乎成了某种套路模式，但一部动画电影能够做到这样好看与成熟的品相质量，它是成功的。,4
烂梗，过度营销，低龄化，意淫严重，捞钱片,1
它的穿越变身逻辑很粗糙，男女变身梗跟开心麻花一个路子，属于扣分项。但也必须夸它作为方言动画的天然喜感，在批判教育体制和情绪出口上都处理得很接地气。对于校园青春的题材，这个动画电影要比很多真人电影更真实，更容易让人共情，这也是这个系列的动画剧集可以一直很受欢迎的原因吧。,3
还好没去电影院浪费钱,1
很久没有这么笑过了,4
呃……这么平庸的故事和角度……所有的笑点都是我知道你想让我笑但是我真的笑不出来……可能预期太高了,1
结构比较传统的校园师生喜剧，大抵是麻辣教师，差生班咸鱼翻身，不是冤家不聚头那种套路，但是笑点还是很密集的。谁没有过点青春呢😂想起了高中跟班主任吵架把班主任气哭的自己。。。。。对不住了🙏🙏🙏,4
这不燃吗，这不土吗？,1
没有看过前几作，但是丝毫不会影响观影体验！一部以东北为背景的动画喜剧，互换灵魂的情节看似俗套，但是夸张的呈现形式，密集的笑点桥段，能让几乎所有人找到自己学生时代的共鸣，回忆起校园生活的嬉笑怒骂。有泪有笑还能治愈人心，准备二刷！,5
学校地下SCP没收管理室，印度神曲《我在东北玩泥巴》，“男学生和女教师”搜索调研，追到会都开到了蜘蛛Peter的头上，中老年死宅梗不要太多；与接连不断的精彩细节相比，主线确实太尴尬了一点。不过把作为演戏而存在的公开课上到了 unit 10 ，主题还算有所升华吧,4
说实话，我不喜欢这部作品，首先它不真实，其次它借梗太多，最后它非常套路。这部动画特别的儿童向，这没问题，但问题在于它没有任何的新鲜的东西，仅仅把怀旧、方言、灵魂互换这些元素集合到一起而已，说难听点就是拼凑，所以它产生的几乎所有笑点，都是在预料之内的，这就无趣了。,3
